bucket,confidence,currentBrand,fileId,guessedBrand,model,normalizedModel,oldBrand,previewUrl,reason,reviewStatus,rule,suggestedBrand,suggestionReason,title,viewerUrl
75xxx,high,DO ROZPOZNANIA,1joI4tDAG0mjj41fxiy3tzqpSa8oEyjbo,FALA,75881,75881,DO ROZPOZNANIA,https://drive.google.com/file/d/1joI4tDAG0mjj41fxiy3tzqpSa8oEyjbo/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75881.pdf,https://drive.google.com/file/d/1joI4tDAG0mjj41fxiy3tzqpSa8oEyjbo/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1QP3mA1uoZfC2uVFJ6FpAzZduRtGlHsIi,FALA,75882,75882,DO ROZPOZNANIA,https://drive.google.com/file/d/1QP3mA1uoZfC2uVFJ6FpAzZduRtGlHsIi/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75882.pdf,https://drive.google.com/file/d/1QP3mA1uoZfC2uVFJ6FpAzZduRtGlHsIi/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1KA5DSlZr-TD32yOGzan8lHwSffKX550-,FALA,75883,75883,DO ROZPOZNANIA,https://drive.google.com/file/d/1KA5DSlZr-TD32yOGzan8lHwSffKX550-/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75883.pdf,https://drive.google.com/file/d/1KA5DSlZr-TD32yOGzan8lHwSffKX550-/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1C81oi0Ye_V1DPPSgPhRBNmKyxcNmxaZ-,FALA,75884,75884,DO ROZPOZNANIA,https://drive.google.com/file/d/1C81oi0Ye_V1DPPSgPhRBNmKyxcNmxaZ-/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75884.pdf,https://drive.google.com/file/d/1C81oi0Ye_V1DPPSgPhRBNmKyxcNmxaZ-/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1EsSfMxgr4aqdMsUYriIbPP-unZM-LU5Y,FALA,75885,75885,DO ROZPOZNANIA,https://drive.google.com/file/d/1EsSfMxgr4aqdMsUYriIbPP-unZM-LU5Y/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75885.pdf,https://drive.google.com/file/d/1EsSfMxgr4aqdMsUYriIbPP-unZM-LU5Y/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,19QiOv-HM9VAx9HgJ-qLKWa56KsBWkV_-,FALA,75886,75886,DO ROZPOZNANIA,https://drive.google.com/file/d/19QiOv-HM9VAx9HgJ-qLKWa56KsBWkV_-/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75886.pdf,https://drive.google.com/file/d/19QiOv-HM9VAx9HgJ-qLKWa56KsBWkV_-/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,10d7gCUFSAx0HaQWB6ZK7y0Vbh8Nt_cvk,FALA,75887,75887,DO ROZPOZNANIA,https://drive.google.com/file/d/10d7gCUFSAx0HaQWB6ZK7y0Vbh8Nt_cvk/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75887.pdf,https://drive.google.com/file/d/10d7gCUFSAx0HaQWB6ZK7y0Vbh8Nt_cvk/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1HNCC3K1i1iWiN8Q2LXN51NAY-hOQbwhO,FALA,75888,75888,DO ROZPOZNANIA,https://drive.google.com/file/d/1HNCC3K1i1iWiN8Q2LXN51NAY-hOQbwhO/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75888.pdf,https://drive.google.com/file/d/1HNCC3K1i1iWiN8Q2LXN51NAY-hOQbwhO/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1JXa-Yiiffya6qMLLLKCYl9cSwH67znDu,FALA,75889,75889,DO ROZPOZNANIA,https://drive.google.com/file/d/1JXa-Yiiffya6qMLLLKCYl9cSwH67znDu/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75889.pdf,https://drive.google.com/file/d/1JXa-Yiiffya6qMLLLKCYl9cSwH67znDu/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,16dzGVHPOkHmwZs2Dm8oQkt1nSURCdjCz,FALA,75921,75921,DO ROZPOZNANIA,https://drive.google.com/file/d/16dzGVHPOkHmwZs2Dm8oQkt1nSURCdjCz/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75921.pdf,https://drive.google.com/file/d/16dzGVHPOkHmwZs2Dm8oQkt1nSURCdjCz/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1XGxRAgfcL_B70rFUP-Y9yd184t6rG5JD,FALA,75923,75923,DO ROZPOZNANIA,https://drive.google.com/file/d/1XGxRAgfcL_B70rFUP-Y9yd184t6rG5JD/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75923.pdf,https://drive.google.com/file/d/1XGxRAgfcL_B70rFUP-Y9yd184t6rG5JD/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1TBfmIbFszSwcSdPA09W1F2nwjAV0UDLA,FALA,75924,75924,DO ROZPOZNANIA,https://drive.google.com/file/d/1TBfmIbFszSwcSdPA09W1F2nwjAV0UDLA/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75924.pdf,https://drive.google.com/file/d/1TBfmIbFszSwcSdPA09W1F2nwjAV0UDLA/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1AP4npSkRky_JVwx1wBwfDv_0eCiGhTyJ,FALA,75930,75930,DO ROZPOZNANIA,https://drive.google.com/file/d/1AP4npSkRky_JVwx1wBwfDv_0eCiGhTyJ/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75930.pdf,https://drive.google.com/file/d/1AP4npSkRky_JVwx1wBwfDv_0eCiGhTyJ/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1jkVQDeydyzWadcK9kmDajwXleQJilGYR,FALA,75931,75931,DO ROZPOZNANIA,https://drive.google.com/file/d/1jkVQDeydyzWadcK9kmDajwXleQJilGYR/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75931.pdf,https://drive.google.com/file/d/1jkVQDeydyzWadcK9kmDajwXleQJilGYR/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1-LSCNHPbULJveE20xVQs6jRJBDMoQ_PZ,FALA,75932,75932,DO ROZPOZNANIA,https://drive.google.com/file/d/1-LSCNHPbULJveE20xVQs6jRJBDMoQ_PZ/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75932.pdf,https://drive.google.com/file/d/1-LSCNHPbULJveE20xVQs6jRJBDMoQ_PZ/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1MBhnW6YSFWfDs5kxVdNY8kBf8YuDjQVL,FALA,75944,75944,DO ROZPOZNANIA,https://drive.google.com/file/d/1MBhnW6YSFWfDs5kxVdNY8kBf8YuDjQVL/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75944.pdf,https://drive.google.com/file/d/1MBhnW6YSFWfDs5kxVdNY8kBf8YuDjQVL/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1I0HLKhpTaZPp6zMNn5pO_L5FpRJOQM5W,FALA,75945,75945,DO ROZPOZNANIA,https://drive.google.com/file/d/1I0HLKhpTaZPp6zMNn5pO_L5FpRJOQM5W/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75945.pdf,https://drive.google.com/file/d/1I0HLKhpTaZPp6zMNn5pO_L5FpRJOQM5W/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1FBRE7DNwVfXn0dV2ylpXizpo3DHuQGWi,FALA,75951,75951,DO ROZPOZNANIA,https://drive.google.com/file/d/1FBRE7DNwVfXn0dV2ylpXizpo3DHuQGWi/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75951.pdf,https://drive.google.com/file/d/1FBRE7DNwVfXn0dV2ylpXizpo3DHuQGWi/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1TD1S3zhWjDbop0H8r7UzhkTczG4TBLE6,FALA,75953,75953,DO ROZPOZNANIA,https://drive.google.com/file/d/1TD1S3zhWjDbop0H8r7UzhkTczG4TBLE6/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75953.pdf,https://drive.google.com/file/d/1TD1S3zhWjDbop0H8r7UzhkTczG4TBLE6/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1sg5sE6kPcnMQBql3RSsj7zPG5RJqdxvo,FALA,75977,75977,DO ROZPOZNANIA,https://drive.google.com/file/d/1sg5sE6kPcnMQBql3RSsj7zPG5RJqdxvo/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75977.pdf,https://drive.google.com/file/d/1sg5sE6kPcnMQBql3RSsj7zPG5RJqdxvo/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1Esr5ZwQLA-IV_iyq8CJ9y6LLSQZ9IHxa,FALA,75978,75978,DO ROZPOZNANIA,https://drive.google.com/file/d/1Esr5ZwQLA-IV_iyq8CJ9y6LLSQZ9IHxa/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75978.pdf,https://drive.google.com/file/d/1Esr5ZwQLA-IV_iyq8CJ9y6LLSQZ9IHxa/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1hfWnQikbWvTZxxBy1OIf3sRadG6bMLD8,FALA,75979,75979,DO ROZPOZNANIA,https://drive.google.com/file/d/1hfWnQikbWvTZxxBy1OIf3sRadG6bMLD8/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75979.pdf,https://drive.google.com/file/d/1hfWnQikbWvTZxxBy1OIf3sRadG6bMLD8/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1F5L52RpXoxuhyIyZfB-SbWcXQZjPw251,FALA,75980,75980,DO ROZPOZNANIA,https://drive.google.com/file/d/1F5L52RpXoxuhyIyZfB-SbWcXQZjPw251/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75980.pdf,https://drive.google.com/file/d/1F5L52RpXoxuhyIyZfB-SbWcXQZjPw251/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1u6oTw-alkWrEcsZqOj6o2YDmF95wrDcf,FALA,75981,75981,DO ROZPOZNANIA,https://drive.google.com/file/d/1u6oTw-alkWrEcsZqOj6o2YDmF95wrDcf/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75981.pdf,https://drive.google.com/file/d/1u6oTw-alkWrEcsZqOj6o2YDmF95wrDcf/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1pHg2aNnZX6tpfhRAHw4vTvHFmxRifYk2,FALA,75982,75982,DO ROZPOZNANIA,https://drive.google.com/file/d/1pHg2aNnZX6tpfhRAHw4vTvHFmxRifYk2/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75982.pdf,https://drive.google.com/file/d/1pHg2aNnZX6tpfhRAHw4vTvHFmxRifYk2/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1PO9Hyf9MGK0hfUksgqHCo9sTCsiJcId2,FALA,75983,75983,DO ROZPOZNANIA,https://drive.google.com/file/d/1PO9Hyf9MGK0hfUksgqHCo9sTCsiJcId2/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75983.pdf,https://drive.google.com/file/d/1PO9Hyf9MGK0hfUksgqHCo9sTCsiJcId2/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1ireSF2ZP9l0Qi3u_eiwBNPryUGic1ko7,FALA,75984,75984,DO ROZPOZNANIA,https://drive.google.com/file/d/1ireSF2ZP9l0Qi3u_eiwBNPryUGic1ko7/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75984.pdf,https://drive.google.com/file/d/1ireSF2ZP9l0Qi3u_eiwBNPryUGic1ko7/view?usp=drivesdk
77xxx,medium,DO ROZPOZNANIA,1aDT78tKCGU5YnJD2pOudadr_DPFTcJCX,STHOR,77990,77990,DO ROZPOZNANIA,https://drive.google.com/file/d/1aDT78tKCGU5YnJD2pOudadr_DPFTcJCX/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_77990.pdf,https://drive.google.com/file/d/1aDT78tKCGU5YnJD2pOudadr_DPFTcJCX/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,171FFpWqspB7zbrFcUlZPReGlUpW7nnbn,STHOR,78080,78080,DO ROZPOZNANIA,https://drive.google.com/file/d/171FFpWqspB7zbrFcUlZPReGlUpW7nnbn/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78080.pdf,https://drive.google.com/file/d/171FFpWqspB7zbrFcUlZPReGlUpW7nnbn/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1MiuYB5fT9kkMW8Q1mqzFW6aEBzgLANpR,STHOR,78081,78081,DO ROZPOZNANIA,https://drive.google.com/file/d/1MiuYB5fT9kkMW8Q1mqzFW6aEBzgLANpR/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78081.pdf,https://drive.google.com/file/d/1MiuYB5fT9kkMW8Q1mqzFW6aEBzgLANpR/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1uZeOqYSoYaIMZ_ymyhUNqkHwI5hNMLcS,STHOR,78082,78082,DO ROZPOZNANIA,https://drive.google.com/file/d/1uZeOqYSoYaIMZ_ymyhUNqkHwI5hNMLcS/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78082.pdf,https://drive.google.com/file/d/1uZeOqYSoYaIMZ_ymyhUNqkHwI5hNMLcS/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,19rP3SoESSSEasRXC0RAMmBiCEmig7weP,STHOR,78084,78084,DO ROZPOZNANIA,https://drive.google.com/file/d/19rP3SoESSSEasRXC0RAMmBiCEmig7weP/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78084.pdf,https://drive.google.com/file/d/19rP3SoESSSEasRXC0RAMmBiCEmig7weP/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1R4qRR90DiCd-3rwCVWU1GvT5IFlKivKJ,STHOR,78085,78085,DO ROZPOZNANIA,https://drive.google.com/file/d/1R4qRR90DiCd-3rwCVWU1GvT5IFlKivKJ/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78085.pdf,https://drive.google.com/file/d/1R4qRR90DiCd-3rwCVWU1GvT5IFlKivKJ/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1skoRNbb63f8ejj-MTqL1_TDeZN0wQCat,STHOR,78090,78090,DO ROZPOZNANIA,https://drive.google.com/file/d/1skoRNbb63f8ejj-MTqL1_TDeZN0wQCat/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78090.pdf,https://drive.google.com/file/d/1skoRNbb63f8ejj-MTqL1_TDeZN0wQCat/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,15s0pOzar-fzpsvTPGW3OwAyelBtMyuhS,STHOR,78091,78091,DO ROZPOZNANIA,https://drive.google.com/file/d/15s0pOzar-fzpsvTPGW3OwAyelBtMyuhS/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78091.pdf,https://drive.google.com/file/d/15s0pOzar-fzpsvTPGW3OwAyelBtMyuhS/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1cRmu1gT1NeGgD5OV3zoRVW85XUirlKhb,STHOR,78107,78107,DO ROZPOZNANIA,https://drive.google.com/file/d/1cRmu1gT1NeGgD5OV3zoRVW85XUirlKhb/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78107.pdf,https://drive.google.com/file/d/1cRmu1gT1NeGgD5OV3zoRVW85XUirlKhb/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1ttxq25qpVfb-GBCaZo278M0D1ymtP7Sr,STHOR,78113,78113,DO ROZPOZNANIA,https://drive.google.com/file/d/1ttxq25qpVfb-GBCaZo278M0D1ymtP7Sr/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78113.pdf,https://drive.google.com/file/d/1ttxq25qpVfb-GBCaZo278M0D1ymtP7Sr/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1aQvsSjLepLI2r_tSNX0TufyUdKzL6dfP,STHOR,78123,78123,DO ROZPOZNANIA,https://drive.google.com/file/d/1aQvsSjLepLI2r_tSNX0TufyUdKzL6dfP/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78123.pdf,https://drive.google.com/file/d/1aQvsSjLepLI2r_tSNX0TufyUdKzL6dfP/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1h9JNpo5v9fag_YOcWrF-X0MGYSbERj7v,STHOR,78124,78124,DO ROZPOZNANIA,https://drive.google.com/file/d/1h9JNpo5v9fag_YOcWrF-X0MGYSbERj7v/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78124.pdf,https://drive.google.com/file/d/1h9JNpo5v9fag_YOcWrF-X0MGYSbERj7v/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,18jMl5pjafNGmVqHsQnDDpoUWPtYC9PPN,STHOR,78125,78125,DO ROZPOZNANIA,https://drive.google.com/file/d/18jMl5pjafNGmVqHsQnDDpoUWPtYC9PPN/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78125.pdf,https://drive.google.com/file/d/18jMl5pjafNGmVqHsQnDDpoUWPtYC9PPN/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1MuBgaB8xVahpJF_Ec55H6BtIwbVsLQch,STHOR,78136,78136,DO ROZPOZNANIA,https://drive.google.com/file/d/1MuBgaB8xVahpJF_Ec55H6BtIwbVsLQch/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78136.pdf,https://drive.google.com/file/d/1MuBgaB8xVahpJF_Ec55H6BtIwbVsLQch/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1gQ1Gz54kgMYq3GtaRpVmZMLZsU0aQKBx,STHOR,78137,78137,DO ROZPOZNANIA,https://drive.google.com/file/d/1gQ1Gz54kgMYq3GtaRpVmZMLZsU0aQKBx/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78137.pdf,https://drive.google.com/file/d/1gQ1Gz54kgMYq3GtaRpVmZMLZsU0aQKBx/view?usp=drivesdk
78xxx,medium,DO ROZPOZNANIA,1GRDRQXiaLWT-N3ASgsEj77-2X1p5-e5v,STHOR,78138,78138,DO ROZPOZNANIA,https://drive.google.com/file/d/1GRDRQXiaLWT-N3ASgsEj77-2X1p5-e5v/preview,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,guessed_needs_confirmation,range_77_78_sthor,STHOR,Zakres 77–78xxx wygląda na STHOR/narzędzia; zgadywanie po rodzinie numeracji.,Czesci_zamienne_78138.pdf,https://drive.google.com/file/d/1GRDRQXiaLWT-N3ASgsEj77-2X1p5-e5v/view?usp=drivesdk
